Estimates of Monthly Retail and Food Services Sales by Kind of Business: 1996,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,
,,Jan. 1996,Feb. 1996,Mar. 1996,Apr. 1996,May 1996,Jun. 1996,Jul. 1996,Aug. 1996,Sep. 1996,Oct. 1996,Nov. 1996,Dec. 1996,TOTAL
4451,Grocery stores,30105,29990,30125,30220,30245,30288,30493,30555,30565,30766,30768,30879,
4453,"Beer, wine and liquor stores",1950,1908,1930,1931,1907,1954,1960,1955,1917,1902,1914,1904,
446,Health and personal care stores,8546,8782,8991,8922,9076,9072,9134,9237,9190,9363,9414,9505,
44611,Pharmacies and drug stores,7213,7344,7555,7440,7558,7590,7637,7761,7726,7858,7888,7978,
447,Gasoline stations,15479,15457,15951,16252,16488,16352,16075,16066,16088,16360,16602,16759,
448,Clothing and clothing access. stores,11105,11341,11376,11422,11504,11365,11316,11360,11534,11577,11318,11435,
4481,Clothing stores,7595,7842,7703,7800,7836,7827,7730,7760,7950,7965,7802,7898,
44811,Men's clothing stores,780,815,800,791,803,790,781,787,818,794,790,802,
44812,Women's clothing stores,2265,2342,2252,2353,2396,2469,2300,2327,2371,2396,2360,2386,
4482,Shoe stores,1751,1731,1773,1801,1801,1755,1784,1790,1753,1782,1759,1752,
44831,Jewelry stores,1650,1653,1787,1707,1741,1655,1678,1681,1696,1703,1631,1663,
451,"Sporting goods, hobby, musical instrument, and book stores",4600,4485,4548,4628,4432,4609,4655,4738,4690,4769,4692,4940,
452,General merchandise stores,25215,25616,25576,26103,26216,26085,26209,26441,26590,26904,26772,27051,
4521,Department stores,17082,17336,17248,17675,17624,17544,17581,17737,17866,18017,17970,18117,
4529,Other general merchandise stores,8133,8280,8328,8428,8592,8541,8628,8704,8724,8887,8802,8934,
45291,Warehouse clubs and superstores,5658,5782,5810,5918,6058,6021,6115,6194,6245,6377,6323,6433,
45299,All other gen. merchandise stores,2475,2498,2518,2510,2534,2520,2513,2510,2479,2510,2479,2501,
453,Miscellaneous stores retailers,6202,6339,6473,6772,7128,7050,7018,6918,7011,7110,7154,7144,
454,Nonstore retailers,9038,9400,9606,9632,9519,9610,9550,9468,9889,10025,10390,10765,
4541,Electronic shopping and mail order houses,4724,4857,4853,4899,4928,5036,5082,5101,5132,5221,5393,5462,
45431,Fuel dealers,1886,1867,1936,1879,1793,1759,1775,1745,1839,1883,1974,1960,
722,Food services and drinking places,19564,19742,19862,19932,20094,19932,20145,20140,20397,20551,20789,20707,
,,,,,,,,,,,,,,
(NA) Not advailable,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,
