Estimates of Monthly Retail and Food Services Sales by Kind of Business: 2001,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,
,,Jan. 2001,Feb. 2001,Mar. 2001,Apr. 2001,May 2001,Jun. 2001,Jul. 2001,Aug. 2001,Sep. 2001,Oct. 2001,Nov. 2001,Dec. 2001,TOTAL
,NOT ADJUSTED,,,,,,,,,,,,,
,"Retail and food services sales, total",250746,247772,280449,274925,296013,287881,279098,294763,261924,291596,287537,326202,3378906
,Retail sales and food services excl motor vehicle and parts,191485,186254,209049,207647,221671,215142,210053,221436,200982,212062,222341,265205,2563327
,Retail sales and food services excl gasoline stations,230657,228837,259652,253264,272163,264637,257026,272110,240545,271162,269100,308370,3127523
,Retail sales and food services excl motor vehicle and parts and gasoline stations,171396,167319,188252,185986,197821,191898,187981,198783,179603,191628,203904,247373,2311944
,"Retail sales, total",226791,223971,253439,249062,268658,260315,251504,266460,236210,265188,262004,298666,3062268
,"Retail sales, total (excl. motor vehicle and parts dealers)",167530,162453,182039,181784,194316,187576,182459,193133,175268,185654,196808,237669,2246689
,GAFO(1),60886,60888,68273,67528,71133,69654,67991,75761,66261,70307,84413,119605,882700
441,Motor vehicle and parts dealers,59261,61518,71400,67278,74342,72739,69045,73327,60942,79534,65196,60997,815579
"4411,4412",Automobile and other motor vehicle dealers,54751,57070,66213,62174,68857,67292,63657,67607,56032,74222,60256,56356,754487
4411,Automobile dealers,51954,54168,62034,57327,63534,62193,58994,63267,52943,70850,57131,53281,707676
44111,New car dealers,47306,49251,56675,52336,58144,57024,54088,58125,48652,65947,52687,49178,649413
44112,Used car dealers,4648,4917,5359,4991,5390,5169,4906,5142,4291,4903,4444,4103,58263
4413,"Automotive parts, acc., and tire stores",4510,4448,5187,5104,5485,5447,5388,5720,4910,5312,4940,4641,61092
"442,443","Furniture, home furn, electronics, and appliance stores",14072,13376,14556,13077,14087,14273,14214,15247,13548,14290,16938,22299,179977
442,Furniture and home furnishings stores,7050,6797,7572,6940,7551,7491,7456,7971,7078,7603,8548,9427,91484
4421,Furniture stores,4052,3930,4350,3886,4148,4223,4145,4332,3950,4131,4633,4792,50572
4422,Home furnishings stores,2998,2867,3222,3054,3403,3268,3311,3639,3128,3472,3915,4635,40912
