Estimates of Monthly Retail and Food Services Sales by Kind of Business: 1995,,,,,,,,,,,,,,
"[Estimates are shown in millions of dollars and are based on data from the Monthly Retail Trade Survey, Annual Retail Trade Survey, Service Annual Survey, and administrative records]",,,,,,,,,,,,,,
,,,,,,,,,,,,,,
NAICS  Code,Kind of Business,,,,,,,,,,,,,
,,Jan. 1995,Feb. 1995,Mar. 1995,Apr. 1995,May 1995,Jun. 1995,Jul. 1995,Aug. 1995,Sep. 1995,Oct. 1995,Nov. 1995,Dec. 1995,TOTAL
448,Clothing and clothing access. stores,7518,7961,9815,10168,10620,10301,9784,11264,10710,10439,12751,20002,131333
4481,Clothing stores,5331,5472,6944,7079,7190,7087,6805,7727,7558,7425,8988,13102,90708
44811,Men's clothing stores,661,607,674,726,721,740,642,697,722,756,903,1466,9315
44812,Women's clothing stores,1723,1810,2393,2438,2535,2357,2172,2326,2370,2312,2567,3693,28696
44814,Family clothing stores,2194,2266,2901,2959,2958,3061,3006,3488,3320,3290,4292,6264,39999
44819,Other clothing stores,(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),
4482,Shoe stores,1179,1187,1655,1809,1757,1749,1654,2045,1735,1561,1771,2239,20341
44831,Jewelry stores,908,1213,1128,1195,1590,1377,1250,1382,1315,1360,1854,4435,19007
451,"Sporting goods, hobby, musical instrument, and book stores",3908,3271,3908,3845,3951,4129,3893,4649,4294,3955,4904,8326,53033
45111,Sporting goods stores,1224,1248,1599,1606,1645,1750,1705,1846,1569,1398,1548,2731,19869
45112,"Hobby, toy, and game stores",683,665,823,867,821,873,851,846,846,993,1830,3616,13714
451211,Book stores,1308,718,695,688,785,808,782,1248,1102,746,850,1466,11196
452,General merchandise stores,18537,18598,22516,23023,24133,24241,23517,24916,23499,24447,30216,42855,300498
4521,Department stores,12260,12603,15448,15729,16337,16399,15922,17050,15981,16574,21138,30479,205920
452111,Department stores(excl. discount department stores),5112,5362,6667,6569,6827,6734,6663,7435,6977,7128,9490,14336,89300
452112,Discount dept. stores,7148,7241,8781,9160,9510,9665,9259,9615,9004,9446,11648,16143,116620
4529,Other general merchandise stores,6277,5995,7068,7294,7796,7842,7595,7866,7518,7873,9078,12376,94578
45291,Warehouse clubs and superstores,4317,4118,4856,5000,5344,5393,5274,5435,5216,5459,6287,8402,65101
45299,All other gen. merchandise stores,1960,1877,2212,2294,2452,2449,2321,2431,2302,2414,2791,3974,29477
453,Miscellaneous store retailers,5016,5411,5687,5773,6790,6558,6230,6891,6307,6207,6367,8740,75977
4532,"Office supplies, stationery, and gift stores",1989,2112,2007,1978,2316,2222,2234,2592,2394,2407,2730,4346,29327
45321,Office supplies and stationery stores,1287,1175,1162,1021,1195,1163,1120,1456,1322,1225,1261,1437,14824
45322,"Gift, novelty, and souvenir stores",702,937,845,957,1121,1059,1114,1136,1072,1182,1469,2909,14503
45330,Used merchandise stores,451,494,489,486,556,580,554,641,560,523,557,726,6617
454,Nonstore retailers,8346,7991,8768,7564,7876,7411,6841,7922,8240,9412,10979,12166,103516
4541,Electronic shopping and mail-order houses,3939,3341,4121,3650,3943,3710,3568,4080,4357,5021,6113,6837,52680
45431,Fuel dealers,2152,2185,1877,1441,1398,1211,1121,1257,1316,1478,1880,2504,19820
722,Food services and drinking places,17340,16982,19369,19404,20209,20235,20502,20878,19601,19768,18785,19939,233012
7224,Drinking places,910,912,1025,1017,1044,1032,1060,1077,1098,1086,1070,1121,12452
7225,Restaurants and other eating places,15133,14794,16852,16810,17513,17477,17859,18150,16929,17035,16239,17259,202050
722511,Full service restaurants,7475,7311,8211,8235,8581,8514,8867,9000,8238,8295,7956,8349,99032
"722513, 722514, 722515",Limited service eating places,7658,7483,8641,8575,8932,8963,8992,9150,8691,8740,8283,8910,103018
,ADJUSTED(2),,,,,,,,,,,,,
,"Retail and food services sales, total",201573,198399,200247,201032,202986,205500,204920,206521,207006,206176,208664,210399,
,Retail sales and food services excl motor vehicle and parts,154349,152497,153566,153976,155268,155848,156088,156773,157818,156905,158801,160236,
,Retail sales and food services excl gasoline stations,186658,183436,185326,186011,187771,190167,189671,191294,191812,191169,193683,195153,
,Retail sales and food services excl motor vehicle and parts and gasoline stations,139434,137534,138645,138955,140053,140515,140839,141546,142624,141898,143820,144990,
,"Retail sales, total",182413,179488,181013,181686,183536,186081,185431,186806,187366,186565,189055,190774,
,"Retail sales, total (excl. motor vehicle and parts dealers)",135189,133586,134332,134630,135818,136429,136599,137058,138178,137294,139192,140611,
,GAFO(1),53687,52207,52985,53128,53798,54139,54371,54421,55185,54614,55579,55545,
441,Motor vehicle and parts dealers,47224,45902,46681,47056,47718,49652,48832,49748,49188,49271,49863,50163,
"4411,4412",Automobile and other motor vehicle dealers,42991,41749,42482,42782,43442,45312,44520,45351,44783,44867,45343,45687,
4413,"Automotive parts, acc., and tire stores",4233,4153,4199,4274,4276,4340,4312,4397,4405,4404,4520,4476,
"442,443","Furniture, home furn, electronics, and appliance stores",11157,10908,10979,10914,11172,11217,11283,11463,11548,11641,11779,11726,
442,Furniture and home furnishings stores,5265,5081,5130,5181,5216,5217,5318,5304,5407,5429,5516,5445,
443,Electronics and appliance stores,5892,5827,5849,5733,5956,6000,5965,6159,6141,6212,6263,6281,
444,Building mat. and garden equip. and supplies dealers,13738,13613,13587,13415,13370,13548,13645,13683,13837,13932,14092,14683,
4441,Building mat. and supplies dealers,11871,11695,11691,11543,11507,11592,11614,11616,11855,11887,12008,12603,
445,Food and beverage stores,32625,32399,32415,32312,32540,32597,32466,32547,32625,32578,32744,32903,
4451,Grocery stores,29791,29604,29619,29499,29763,29812,29675,29721,29735,29692,29858,29994,
4453,"Beer, wine and liquor stores",1832,1802,1810,1817,1809,1818,1808,1830,1877,1866,1859,1888,
446,Health and personal care stores,8306,8304,8304,8450,8424,8482,8431,8488,8611,8584,8691,8761,
44611,Pharmacies and drug stores,7040,7021,7023,7132,7104,7148,7113,7120,7289,7242,7348,7407,
447,Gasoline stations,14915,14963,14921,15021,15215,15333,15249,15227,15194,15007,14981,15246,
448,Clothing and clothing access. stores,10939,10582,10850,10796,10976,10948,10824,10813,11198,10882,11269,11124,
4481,Clothing stores,7657,7458,7513,7441,7555,7544,7467,7429,7787,7466,7713,7679,
44811,Men's clothing stores,807,792,773,778,765,763,757,756,777,766,790,788,
44812,Women's clothing stores,2523,2423,2475,2426,2433,2420,2419,2342,2406,2321,2340,2326,
4482,Shoe stores,1665,1536,1708,1699,1717,1735,1696,1693,1716,1699,1764,1701,
44831,Jewelry stores,1479,1479,1524,1550,1604,1570,1563,1585,1590,1615,1681,1638,
451,"Sporting goods, hobby, musical instrument, and book stores",4436,4298,4347,4345,4380,4421,4429,4462,4441,4414,4532,4505,
452,General merchandise stores,24936,24115,24579,24747,24851,25166,25375,25174,25469,25135,25414,25554,
4521,Department stores,17205,16680,16904,16985,16997,17269,17487,17231,17440,17188,17283,17332,
4529,Other general merchandise stores,7731,7435,7675,7762,7854,7897,7888,7943,8029,7947,8131,8222,
45291,Warehouse clubs and superstores,5176,5071,5278,5319,5387,5431,5432,5507,5543,5509,5659,5692,
45299,All other gen. merchandise stores,2555,2364,2397,2443,2467,2466,2456,2436,2486,2438,2472,2530,
453,Miscellaneous stores retailers,5955,6097,6134,6265,6372,6288,6398,6502,6413,6419,6520,6566,
454,Nonstore retailers,8182,8307,8216,8365,8518,8429,8499,8699,8842,8702,9170,9543,
4541,Electronic shopping and mail order houses,4090,4016,4068,4171,4277,4269,4405,4469,4591,4569,4735,4808,
45431,Fuel dealers,1451,1638,1564,1647,1741,1687,1698,1678,1666,1532,1769,1884,
722,Food services and drinking places,19160,18911,19234,19346,19450,19419,19489,19715,19640,19611,19609,19625,
,,,,,,,,,,,,,,
(NA) Not advailable,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
"(1) GAFO represents stores classified in the following NAICS codes:  442, 443, 448, 451, 452, and 4532. NAICS code 4532 includes office supplies, stationery, and gift stores.",,,,,,,,,,,,,,
"(2) Estimates are adjusted for seasonal variations and holiday and trading-day differences, but not for price changes. Cumulative seasonally adjusted sales estimates are not tabulated.",,,,,,,,,,,,,,
 ,,,,,,,,,,,,,,
Note: Estimates are not adjusted for price changes. Retail and food services total and other subsector totals may include data for kinds of business not shown.,,,,,,,,,,,,,,
"Information on sample design, estimation procedures, and measures of sampling variability can be found on the internet at http://www.census.gov/retail/mrts/how_surveys_are_collected.html.",,,,,,,,,,,,,,
